Data	ClienteID	FuncionarioID	ValorFrete	CupomID	EmpresaFrete	DataEntrega
21/09/2017	54	3	53,25	10958	One Liners	04/10/2017
11/09/2016	41	5	53,28	10500	Ship for U	25/09/2016
11/03/2018	1	68	53,36	10813	One Liners	22/03/2018
26/10/2017	32	11	53,37	10513	Freight Express	09/11/2017
25/08/2017	81	9	53,41	10839	One Liners	06/09/2017
06/04/2017	31	3	53,6	10652	One Liners	07/04/2017
30/01/2018	19	9	53,64	10983	One Liners	05/02/2018
05/07/2017	23	56	53,7	10805	Ship for U	25/07/2017
06/08/2017	127	3	53,78	10921	One Liners	20/08/2017
06/03/2018	56	7	53,8	10999	One Liners	11/03/2018
20/08/2016	35	9	53,85	10705	One Liners	26/08/2016
27/10/2016	17	7	54,09	10264	One Liners	02/11/2016
11/06/2017	68	56	54,14	10931	Ship for U	13/06/2017
20/11/2015	63	68	54,18	10539	One Liners	09/12/2015
19/02/2017	79	7	54,2	10744	One Liners	24/02/2017
02/09/2017	34	3	54,23	11052	One Liners	10/09/2017
06/08/2015	89	3	54,26	10269	One Liners	07/08/2015
26/09/2017	23	56	54,31	11046	Ship for U	14/10/2017
07/05/2016	80	11	54,41	10319	Freight Express	09/05/2016
03/08/2017	35	9	54,57	11055	One Liners	06/08/2017
08/09/2017	63	68	54,62	10871	One Liners	16/09/2017
24/10/2017	80	11	54,66	10842	Freight Express	06/11/2017
09/06/2016	79	7	54,75	10437	One Liners	10/06/2016
12/03/2016	79	68	54,79	10561	One Liners	22/03/2016
26/07/2017	37	9	54,81	11034	One Liners	31/07/2017
28/12/2016	3	3	54,83	10682	One Liners	07/01/2017
19/09/2016	6	7	54,96	10509	One Liners	26/09/2016
23/07/2017	6	68	55,03	10956	One Liners	27/07/2017
17/03/2017	73	3	55,07	10775	One Liners	18/03/2017
06/05/2015	5	3	55,42	10524	One Liners	16/05/2015
12/04/2015	56	68	55,48	10407	One Liners	25/04/2015
06/03/2018	63	7	55,52	10361	One Liners	07/03/2018
13/11/2017	63	7	55,53	10878	One Liners	14/11/2017
07/07/2017	80	11	55,53	10993	Freight Express	08/07/2017
02/01/2017	37	3	55,58	10687	One Liners	21/01/2017
30/06/2017	75	11	55,91	10974	Freight Express	20/07/2017
12/10/2015	39	9	56,09	10468	One Liners	19/10/2015
24/10/2016	51	11	56,22	10605	Freight Express	04/11/2016
06/07/2017	35	9	56,23	10490	One Liners	21/07/2017
24/07/2017	87	7	56,23	10333	One Liners	06/08/2017
15/07/2015	54	3	56,3	10409	One Liners	30/07/2015
12/01/2017	79	68	56,3	10664	One Liners	15/01/2017
08/08/2016	44	68	56,31	10497	One Liners	11/08/2016
15/03/2017	24	7	56,37	10378	One Liners	22/03/2017
24/06/2017	50	14	56,57	10896	Ship for U	08/07/2017
24/12/2017	79	68	56,62	10965	One Liners	01/01/2018
14/11/2016	30	14	56,71	10629	Ship for U	29/11/2016
05/06/2015	32	11	56,71	10431	Freight Express	19/06/2015
15/08/2016	23	56	56,88	10700	Ship for U	25/08/2016
02/06/2017	79	7	56,88	10367	One Liners	08/06/2017
24/03/2017	56	68	56,99	10260	One Liners	27/03/2017
06/03/2017	82	11	57,06	10586	Freight Express	15/03/2017
14/06/2017	32	11	57,08	10936	Freight Express	28/06/2017
14/10/2016	89	3	57,12	10596	One Liners	22/10/2016
31/07/2017	82	11	57,13	10383	Freight Express	11/08/2017
12/02/2018	44	7	57,17	10934	One Liners	02/03/2018
20/09/2016	63	68	57,2	10745	One Liners	06/10/2016
18/03/2018	28	5	57,21	10352	Ship for U	26/03/2018
06/03/2015	75	11	57,37	10369	Freight Express	15/03/2015
06/08/2017	89	9	57,37	11066	One Liners	17/08/2017
26/04/2017	76	14	57,51	10846	Ship for U	02/05/2017
04/08/2017	6	7	57,52	11058	One Liners	13/08/2017
22/07/2017	18	56	57,94	10890	Ship for U	07/08/2017
04/01/2018	73	9	58,04	10318	One Liners	17/01/2018
07/04/2018	42	11	58,1	10810	Freight Express	18/04/2018
17/09/2017	44	7	58,11	10536	One Liners	28/09/2017
15/11/2017	63	7	58,13	10883	One Liners	30/11/2017
02/08/2016	59	5	58,26	10489	Ship for U	12/08/2016
01/07/2015	62	2	58,3	10487	One Liners	03/07/2015
28/08/2017	9	5	58,43	11076	Ship for U	16/09/2017
04/06/2017	47	3	58,44	10919	One Liners	22/06/2017
11/10/2017	49	56	58,64	10818	Ship for U	27/10/2017
22/03/2018	49	56	58,68	10950	Ship for U	04/04/2018
31/01/2015	51	11	58,76	10339	Freight Express	06/02/2015
30/11/2017	1	7	58,77	10290	One Liners	21/12/2017
27/04/2017	84	14	58,8	10850	Ship for U	16/05/2017
29/01/2017	37	3	58,82	10646	One Liners	13/02/2017
06/09/2016	25	7	58,95	10653	One Liners	21/09/2016
25/04/2016	19	9	59,24	10389	One Liners	03/05/2016
17/08/2016	7	5	59,28	10628	Ship for U	24/08/2016
22/06/2017	19	9	59,3	10955	One Liners	11/07/2017
18/03/2017	1	7	59,39	10702	One Liners	30/03/2017
26/08/2016	72	9	59,44	10359	One Liners	28/08/2016
07/11/2017	2	3	59,53	10926	One Liners	18/11/2017
29/08/2017	91	68	59,53	11044	One Liners	12/09/2017
20/12/2016	5	3	59,59	10672	One Liners	31/12/2016
18/07/2017	17	7	59,59	10827	One Liners	23/07/2017
21/11/2016	79	7	59,71	10636	One Liners	02/12/2016
29/11/2017	37	3	59,74	10912	One Liners	16/12/2017
04/12/2016	37	9	59,87	10651	One Liners	20/12/2016
20/09/2015	56	68	60,12	10508	One Liners	04/10/2015
22/09/2017	47	9	60,14	10840	One Liners	07/10/2017
02/08/2017	63	68	60,32	10549	One Liners	15/08/2017
01/08/2016	1	7	60,34	10757	One Liners	18/08/2016
23/03/2017	33	9	60,35	10785	One Liners	07/04/2017
22/06/2015	35	3	60,61	10476	One Liners	06/07/2015
22/12/2015	48	11	60,66	10307	Freight Express	06/01/2016
30/08/2017	1	7	60,73	10905	One Liners	06/09/2017
01/11/2016	19	3	60,78	10614	One Liners	03/11/2016
13/10/2017	17	68	60,79	10825	One Liners	27/10/2017
06/05/2015	44	68	60,85	10343	One Liners	08/05/2015
30/11/2016	50	5	60,92	10649	Ship for U	14/12/2016
07/11/2016	1	68	60,94	10621	One Liners	25/11/2016
17/06/2015	23	56	61	10472	Ship for U	08/07/2015
12/03/2017	19	3	61,04	10624	One Liners	30/03/2017
15/06/2015	89	3	61,04	10469	One Liners	24/06/2015
04/12/2016	23	56	61,06	10655	Ship for U	13/12/2016
21/08/2017	87	7	61,15	11025	One Liners	01/09/2017
26/07/2017	82	11	61,24	10358	Freight Express	29/07/2017
16/03/2018	10	11	61,5	10411	Freight Express	22/03/2018
16/12/2016	39	3	61,52	10630	One Liners	31/12/2016
18/03/2016	44	7	61,57	10534	One Liners	28/03/2016
05/07/2017	54	3	61,59	10986	One Liners	22/07/2017
07/07/2016	5	3	61,64	10654	One Liners	27/07/2016
26/01/2017	11	3	61,67	10578	One Liners	05/02/2017
29/07/2016	64	2	61,82	10716	One Liners	11/08/2016
19/09/2016	51	11	61,99	10570	Freight Express	05/10/2016
06/07/2017	61	3	62	10989	One Liners	13/07/2017
26/12/2016	7	5	62,06	10679	Ship for U	11/01/2017
18/03/2015	37	2	62,31	10271	One Liners	02/04/2015
16/08/2016	59	5	62,36	10773	Ship for U	31/08/2016
18/07/2015	5	9	62,54	10444	One Liners	21/07/2015
31/01/2017	63	68	62,62	10721	One Liners	11/02/2017
25/12/2016	3	9	62,67	10677	One Liners	06/01/2017
21/03/2015	61	2	62,83	10379	One Liners	02/04/2015
02/10/2016	87	7	62,91	10583	One Liners	07/10/2016
08/07/2015	60	14	62,95	10433	Ship for U	15/07/2015
17/07/2017	30	5	63,01	10303	Ship for U	19/07/2017
18/04/2017	56	7	63,08	11020	One Liners	01/05/2017
13/02/2017	19	3	63,14	10737	One Liners	05/03/2017
16/11/2016	86	7	63,3	10632	One Liners	07/12/2016
07/07/2017	63	68	63,32	10991	One Liners	11/07/2017
03/09/2016	32	11	63,37	10340	Freight Express	06/09/2016
05/02/2017	19	3	63,55	10726	One Liners	16/02/2017
12/12/2016	37	3	63,6	10661	One Liners	15/12/2016
13/02/2017	37	9	63,69	10736	One Liners	02/03/2017
13/08/2015	51	11	63,71	10439	Freight Express	27/08/2015
23/10/2017	61	2	63,78	10261	One Liners	25/10/2017
02/08/2017	59	14	63,94	11053	Ship for U	12/08/2017
01/08/2017	37	9	63,98	10458	One Liners	06/08/2017
06/03/2018	46	3	64,04	11065	One Liners	17/03/2018
03/06/2017	25	68	64,1	10859	One Liners	18/06/2017
27/09/2016	45	11	64,13	10579	Freight Express	14/10/2016
05/09/2016	19	3	64,15	10523	One Liners	10/09/2016
26/02/2018	16	3	64,28	10848	One Liners	11/03/2018
22/04/2016	63	7	64,34	10418	One Liners	06/05/2016
19/11/2017	73	3	64,34	10889	One Liners	27/11/2017
28/07/2017	80	11	64,44	11041	Freight Express	06/08/2017
09/09/2015	19	3	64,55	10465	One Liners	19/09/2015
20/03/2016	41	5	64,69	10413	Ship for U	31/03/2016
13/11/2016	1	7	64,75	10627	One Liners	16/11/2016
06/05/2015	23	56	64,82	10432	Ship for U	20/05/2015
16/01/2017	62	2	64,83	10704	One Liners	21/01/2017
26/02/2017	19	3	64,91	10794	One Liners	13/03/2017
11/03/2018	73	9	64,93	11077	One Liners	22/03/2018
19/08/2017	81	2	64,98	10830	One Liners	01/09/2017
14/02/2015	42	11	65,12	10351	Freight Express	01/03/2015
10/08/2016	62	2	65,19	10659	One Liners	30/08/2016
01/07/2017	82	11	65,21	10977	Freight Express	23/07/2017
21/11/2016	44	7	65,41	10284	One Liners	22/11/2016
08/01/2017	79	7	65,47	10438	One Liners	14/01/2017
20/02/2017	23	56	65,51	10604	Ship for U	27/02/2017
17/03/2015	19	3	65,53	10327	One Liners	28/03/2015
27/04/2015	27	56	65,54	10422	Ship for U	29/04/2015
02/06/2017	66	56	65,62	10428	Ship for U	16/06/2017
10/09/2017	32	11	65,67	11006	Freight Express	25/09/2017
08/08/2016	81	2	65,67	10496	One Liners	16/08/2016
12/01/2017	8	5	65,69	10326	Ship for U	19/01/2017
14/09/2017	66	56	65,71	10942	Ship for U	15/09/2017
01/11/2016	35	9	65,88	10613	One Liners	17/11/2016
14/02/2017	19	9	65,96	10739	One Liners	15/02/2017
22/09/2014	46	2	65,97	10357	One Liners	06/10/2014
05/04/2015	5	2	66,07	10384	One Liners	21/04/2015
06/03/2015	41	14	66,09	10371	Ship for U	16/03/2015
29/03/2017	17	68	66,11	10793	One Liners	06/04/2017
11/10/2017	65	3	66,11	10820	One Liners	21/10/2017
16/08/2017	73	3	66,2	11074	One Liners	29/08/2017
29/08/2015	63	68	66,26	10515	One Liners	31/08/2015
19/11/2017	46	2	66,34	10283	One Liners	04/12/2017
26/12/2015	48	11	66,34	10544	Freight Express	07/01/2016
02/07/2016	19	3	66,44	10612	One Liners	09/07/2016
19/09/2015	39	9	66,45	10506	One Liners	07/10/2015
19/10/2017	81	3	66,49	10834	One Liners	08/11/2017
14/10/2017	34	3	66,54	10253	One Liners	24/10/2017
17/12/2017	80	11	66,61	10305	Freight Express	28/12/2017
10/10/2016	51	11	66,64	10590	Freight Express	30/10/2016
27/12/2016	63	7	66,69	10313	One Liners	04/01/2017
03/11/2016	32	11	66,7	10616	Freight Express	18/11/2016
03/08/2017	12	9	66,77	11054	One Liners	16/08/2017
28/05/2017	24	7	67,01	10902	One Liners	08/06/2017
13/03/2018	34	9	67,07	10981	One Liners	20/03/2018
08/07/2017	21	2	67,33	10386	One Liners	18/07/2017
12/10/2017	82	11	67,33	10822	Freight Express	29/10/2017
22/03/2018	69	5	67,37	10306	Ship for U	23/03/2018
28/09/2017	35	3	67,39	10796	One Liners	07/10/2017
28/10/2016	41	14	67,44	10610	Ship for U	04/11/2016
25/04/2016	44	7	67,45	10419	One Liners	01/05/2016
08/08/2016	47	2	67,48	10729	One Liners	18/08/2016
22/06/2015	79	68	67,5	10448	One Liners	01/07/2015
20/09/2016	34	3	67,56	10783	One Liners	27/09/2016
04/03/2015	73	3	67,63	10368	One Liners	05/03/2015
17/03/2015	37	3	67,66	10350	One Liners	26/03/2015
01/01/2017	21	3	67,71	10650	One Liners	15/01/2017
10/01/2016	25	68	67,88	10560	One Liners	14/01/2016
17/04/2017	38	9	67,88	10829	One Liners	18/04/2017
09/06/2017	34	9	67,89	10925	One Liners	15/06/2017
27/02/2017	1	68	67,91	10643	One Liners	01/03/2017
26/10/2016	79	68	67,94	10608	One Liners	14/11/2016
13/03/2017	44	68	67,96	10592	One Liners	18/03/2017
30/04/2017	1	68	68	10852	One Liners	19/05/2017
21/10/2017	17	7	68,14	10258	One Liners	01/11/2017
11/01/2017	80	11	68,35	10698	Freight Express	31/01/2017
04/07/2016	44	7	68,53	10430	One Liners	22/07/2016
14/03/2017	80	11	68,55	10594	Freight Express	26/03/2017
18/03/2018	7	14	68,66	10826	Ship for U	30/03/2018
06/03/2018	63	7	68,67	10345	One Liners	19/03/2018
04/08/2017	53	2	68,79	11057	One Liners	15/08/2017
23/05/2017	39	9	68,97	10893	One Liners	14/06/2017
30/07/2015	80	11	69,02	10455	Freight Express	10/08/2015
23/12/2017	35	3	69,03	10960	One Liners	01/01/2018
27/07/2017	59	14	69,16	10844	Ship for U	28/07/2017
14/07/2017	30	14	69,21	11009	Ship for U	23/07/2017
03/11/2014	33	3	69,28	10268	One Liners	04/11/2014
11/01/2017	52	7	69,3	10699	One Liners	20/01/2017
04/12/2017	34	9	69,37	10922	One Liners	16/12/2017
15/05/2017	79	7	69,5	10879	One Liners	24/05/2017
11/01/2018	60	14	69,59	11007	Ship for U	15/01/2018
22/08/2017	32	11	69,62	11072	Freight Express	01/09/2017
03/08/2015	19	2	69,81	10460	One Liners	09/08/2015
15/03/2017	20	5	69,82	10771	Ship for U	24/03/2017
17/07/2016	80	11	69,84	10304	Freight Express	01/08/2016
14/11/2017	32	11	69,94	10941	Freight Express	25/11/2017
27/03/2017	63	68	69,96	10788	One Liners	28/03/2017
19/09/2016	20	14	70,13	10571	Ship for U	22/09/2016
30/10/2015	73	9	70,25	10393	One Liners	01/11/2015
01/05/2017	20	5	70,27	10854	Ship for U	09/05/2017
25/09/2016	51	11	70,35	10424	Freight Express	03/10/2016
16/02/2017	4	9	70,43	10741	One Liners	01/03/2017
18/01/2017	9	5	70,49	10331	Ship for U	02/02/2017
15/12/2017	73	9	70,49	10940	One Liners	29/12/2017
06/08/2015	16	3	70,53	10462	One Liners	19/08/2015
27/07/2017	30	14	70,66	11037	Ship for U	09/08/2017
07/09/2015	73	3	70,9	10556	One Liners	29/09/2015
12/03/2015	23	56	70,91	10375	Ship for U	20/03/2015
25/09/2014	67	2	70,97	10287	One Liners	14/10/2014
15/12/2016	68	56	71,03	10666	Ship for U	27/12/2016
04/03/2017	79	68	71,09	10615	One Liners	16/03/2017
05/09/2017	59	5	71,22	11062	Ship for U	10/09/2017
03/09/2016	37	9	71,33	10722	One Liners	20/09/2016
25/07/2015	63	68	71,42	10540	One Liners	05/08/2015
13/12/2014	49	56	71,44	10300	Ship for U	27/12/2014
18/10/2016	11	9	71,49	10599	One Liners	02/11/2016
04/12/2017	79	7	71,49	10295	One Liners	20/12/2017
17/06/2017	79	68	71,52	10944	One Liners	27/06/2017
23/06/2016	37	3	71,58	10309	One Liners	09/07/2016
24/11/2015	63	68	71,59	10285	One Liners	29/11/2015
03/05/2017	40	5	71,69	10858	Ship for U	17/05/2017
14/03/2016	23	56	71,84	10408	Ship for U	30/03/2016
24/03/2017	82	11	71,84	10574	Freight Express	10/04/2017
29/03/2015	19	3	72,13	10382	One Liners	10/04/2015
09/11/2015	1	68	72,33	10526	One Liners	24/11/2015
06/12/2015	59	14	72,37	10525	Ship for U	10/12/2015
30/11/2017	62	3	72,38	10914	One Liners	14/12/2017
02/08/2017	17	68	72,45	10916	One Liners	05/08/2017
05/09/2017	37	9	72,53	10985	One Liners	20/09/2017
23/08/2017	82	11	72,57	11033	Freight Express	07/09/2017
06/10/2016	32	11	72,58	10589	Freight Express	20/10/2016
01/09/2017	32	11	72,67	10979	Freight Express	08/09/2017
29/05/2017	89	3	72,68	10904	One Liners	16/06/2017
15/06/2015	32	11	72,69	10441	Freight Express	21/06/2015
25/01/2017	9	5	72,7	10715	Ship for U	12/02/2017
25/09/2016	17	7	72,72	10547	One Liners	07/10/2016
30/07/2015	49	56	72,73	10404	Ship for U	08/08/2015
30/05/2017	74	14	72,85	10907	Ship for U	07/06/2017
16/06/2015	37	3	72,95	10470	One Liners	21/06/2015
01/09/2017	38	9	72,95	10798	One Liners	04/09/2017
13/03/2015	39	3	73,01	10323	One Liners	15/03/2015
24/06/2017	28	5	73,12	10963	Ship for U	09/07/2017
19/04/2015	21	3	73,13	10414	One Liners	27/04/2015
27/03/2017	31	3	73,17	10790	One Liners	11/04/2017
03/03/2017	31	2	73,2	10685	One Liners	14/03/2017
29/11/2017	44	7	73,21	10908	One Liners	10/12/2017
22/11/2016	70	3	73,3	10639	One Liners	30/11/2016
30/08/2016	32	11	73,33	10681	Freight Express	08/09/2016
02/02/2017	21	3	73,38	10725	One Liners	13/02/2017
21/08/2017	27	56	73,39	11026	Ship for U	04/09/2017
20/07/2017	73	3	73,49	11023	One Liners	03/08/2017
15/06/2015	37	3	73,65	10440	One Liners	28/06/2015
06/03/2017	1	68	73,7	10764	One Liners	20/03/2017
09/12/2016	67	3	73,71	10299	One Liners	22/12/2016
12/07/2016	62	2	73,88	10406	One Liners	23/07/2016
16/07/2017	42	11	73,93	11016	Freight Express	24/07/2017
05/08/2017	27	56	73,95	11060	Ship for U	10/08/2017
22/01/2017	44	7	73,98	10575	One Liners	06/02/2017
24/06/2017	62	3	74,31	10961	One Liners	06/07/2017
06/03/2017	19	9	74,71	10761	One Liners	08/03/2017
24/01/2017	19	9	74,75	10713	One Liners	07/02/2017
02/01/2018	73	9	74,76	10802	One Liners	17/01/2018
30/01/2018	23	56	74,8	11050	Ship for U	09/02/2018
05/08/2015	19	9	74,82	10553	One Liners	26/08/2015
02/05/2017	19	3	74,83	11056	One Liners	11/05/2017
04/04/2018	8	14	74,91	10801	Ship for U	18/04/2018
04/12/2016	32	11	74,96	10657	Freight Express	20/12/2016
15/05/2017	24	7	74,98	10880	One Liners	30/05/2017
14/09/2015	58	68	75,02	10502	One Liners	15/09/2015
02/10/2016	7	5	75,08	10584	Ship for U	05/10/2016
05/08/2017	37	3	75,08	11063	One Liners	15/08/2017
22/11/2016	47	2	75,11	10638	One Liners	28/11/2016
14/03/2017	34	3	75,12	10770	One Liners	28/03/2017
28/09/2016	56	7	75,2	10580	One Liners	08/10/2016
06/11/2016	51	11	75,31	10619	Freight Express	11/11/2016
30/03/2016	59	14	75,33	10392	Ship for U	02/04/2016
07/08/2016	23	56	75,34	10763	Ship for U	08/08/2016
24/12/2015	34	9	75,44	10541	One Liners	27/12/2015
11/04/2015	47	2	75,65	10405	One Liners	28/04/2015
04/09/2017	19	9	75,66	11059	One Liners	13/09/2017
21/07/2017	37	3	75,77	10355	One Liners	03/08/2017
12/03/2016	35	9	75,83	10486	One Liners	25/03/2016
01/08/2016	32	11	75,84	10756	Freight Express	05/08/2016
27/07/2015	79	68	75,97	10453	One Liners	02/08/2015
21/03/2015	75	11	75,98	10329	Freight Express	06/04/2015
02/08/2017	1	68	76,13	11051	One Liners	20/08/2017
17/06/2015	73	9	76,16	10443	One Liners	08/07/2015
30/06/2017	35	9	76,17	10976	One Liners	14/07/2017
07/09/2016	80	11	76,2	10730	Freight Express	09/09/2016
02/10/2017	80	11	76,28	10293	Freight Express	10/10/2017
10/06/2017	29	14	76,32	10928	Ship for U	27/06/2017
18/01/2017	80	11	76,35	10707	Freight Express	27/01/2017
21/08/2017	56	68	76,36	10833	One Liners	03/09/2017
09/04/2017	84	14	76,36	10814	Ship for U	24/04/2017
12/10/2016	51	11	76,39	10376	Freight Express	31/10/2016
30/07/2014	25	68	76,43	10337	One Liners	11/08/2014
04/05/2017	44	7	76,44	10862	One Liners	11/05/2017
06/03/2017	80	11	76,47	10762	Freight Express	09/03/2017
20/10/2017	42	11	76,57	10836	Freight Express	21/10/2017
28/07/2016	37	3	76,68	10312	One Liners	07/08/2016
05/02/2018	44	7	76,7	10557	One Liners	16/02/2018
27/07/2015	23	56	76,76	10454	Ship for U	13/08/2015
28/04/2016	37	9	76,87	10678	One Liners	06/05/2016
04/11/2017	41	14	76,9	10923	Ship for U	07/11/2017
23/03/2018	37	9	77,11	10380	One Liners	10/04/2018
15/02/2016	51	11	77,13	10565	Freight Express	29/02/2016
25/11/2016	66	56	77,13	10288	Ship for U	09/12/2016
16/11/2017	29	5	77,14	10887	Ship for U	03/12/2017
09/09/2017	37	3	77,16	11000	One Liners	21/09/2017
24/08/2016	25	68	77,22	10675	One Liners	02/09/2016
02/02/2018	25	7	77,29	10342	One Liners	14/02/2018
09/06/2016	7	5	77,37	10436	Ship for U	21/06/2016
08/01/2016	23	56	77,38	10558	Ship for U	09/01/2016
26/07/2016	1	68	77,41	10750	One Liners	30/07/2016
01/09/2017	1	68	77,43	10909	One Liners	05/09/2017
11/06/2015	15	2	77,44	10466	One Liners	28/06/2015
12/11/2017	1	7	77,65	10277	One Liners	23/11/2017
27/03/2017	81	2	77,76	10606	One Liners	06/04/2017
20/11/2017	44	68	77,77	10891	One Liners	05/12/2017
07/01/2017	63	7	78	10273	One Liners	22/01/2017
12/11/2017	19	9	78,04	10532	One Liners	19/11/2017
21/06/2017	1	7	78,07	10952	One Liners	26/06/2017
18/10/2017	32	11	78,1	10831	Freight Express	24/10/2017
29/10/2015	37	9	78,18	10516	One Liners	12/11/2015
10/03/2017	76	14	78,21	10767	Ship for U	23/03/2017
10/01/2018	73	9	78,29	11004	One Liners	15/01/2018
09/12/2014	37	2	78,52	10298	One Liners	14/12/2014
14/08/2017	75	11	78,52	10821	Freight Express	24/08/2017
30/11/2016	81	2	78,59	10292	One Liners	16/12/2016
17/04/2017	59	14	78,73	10828	Ship for U	21/04/2017
17/02/2016	29	14	78,77	10568	Ship for U	03/03/2016
30/01/2017	30	14	78,79	10550	Ship for U	03/02/2017
06/02/2016	23	56	79,13	10434	Ship for U	23/02/2016
12/10/2017	34	2	79,17	10250	One Liners	24/10/2017
25/04/2017	37	9	79,18	10420	One Liners	11/05/2017
29/06/2017	40	5	79,19	10973	Ship for U	09/07/2017
31/03/2018	17	68	79,24	10797	One Liners	11/04/2018
26/09/2016	42	11	79,63	10680	Freight Express	12/10/2016
10/02/2017	1	7	79,64	10349	One Liners	18/02/2017
16/07/2017	47	3	79,78	11014	One Liners	18/07/2017
05/03/2017	1	7	79,86	10585	One Liners	16/03/2017
09/06/2016	42	11	79,96	10620	Freight Express	26/06/2016
